Accepted.Name,mean.m1.length,mean.m1.width,overall.n.sampled.m1.length,overall.n.sampled.m1.width,measured.m1,ref,notes,Uncertain,alt.body.mass,continent
Lushilagus lohoensis,,,,,,"Discovery of Lushilagus and Miacis in Jiangsu and its Zoogeographical significance Qi Tao, Zong Guan-Fu, Wang Yuan-Qing 1991. Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",no m1,,,Asia
Lushius qinlinensis,,,,,,"M.-C. Chow. 1961. A New Tarsioid Primate from the Lushi Eocene, Honan. Vertebrata PalAsiatica 5(1):1-4",no lower teeth,,,Asia
Macrotarsius macrorhysis,,,,,,Beard et al. 1994. A diverse new primate fauna from middle Eocene fissure-fillings in southeastern China,no m1,,,Asia
Manteodon youngi,,,,,,"Y. Xu. 1980. New material of fossil Manteodon youngi from Yichang, Hubei. Vertebrata PalAsiatica 18(4):296-298",Can't find paper,,,Asia
Mergenomys orientalis,1.4,1.3,1,1,,,,,,Asia
Mesodmops dawsonae,2.35,1.1,2,2,,"Y. Tong and J. Wang. 1994. A new neoplagiaulacid multituberculate (Mammalia) from the Lower Eocene of Wutu Basin, Shandong. Vertebrata PalAsiatica 32(4):275-284",,,,Asia
Mesodmops tenuis,2.15,0.9,1,1,,"2008 The Gashatan (Late Paleocene) Mammal Fauna from Subeng, Inner Mongolia, China Pieter Missiaen, Thierry Smith",,,,Asia
Mesonyx nuhetingensis,19.05,8.3,2,2,,"NEW MESONYCHID (MAMMALIA) MATERIAL FROM THE LOWER PALEOGENE OF THE ERLIAN BASIN, NEIMONGOL, CHINA JIN Xun 2012",,,,Asia
Mesonyx uqbulakensis,16,7.4,2,2,,"NEW MESONYCHID (MAMMALIA) MATERIAL FROM THE LOWER PALEOGENE OF THE ERLIAN BASIN, NEIMONGOL, CHINA JIN Xun 2012",,,,Asia
Metasarcodon reshetovi,6,3.633333333,3,3,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Metatelmatherium cristatum,40.5,43,1,1,,A REVISION OF THE MONGOLIAN TITANOTHERES.,,,,Asia
Miacis boqinghensis,,,,,,"?????????? (???, ????) ??
???? ???? ??? - 1999",upper teeth only. Miacis? Boqinghensis sp. Nov.,,,Asia
Miacis invictus,,,,,,NEW MAMMALS FROM THE IRDIN MANHA EOCENE OF MONGOLIA' BY W. D. MATTHEW AND WALTER GRANGER 1925,isolated M1?,,,Asia
Miacis lushiensis,8.35,4.4,2,2,,"Discovery of Lushilagus and Miacis in Jiangsu and its Zoogeographical significance Qi Tao, Zong Guan-Fu, Wang Yuan-Qing 1991",,,,Asia
Microgalericulus esuriens,,,,,,TO MEASURE,,,,Asia
Microtitan mongoliensis,27,23,1,1,,,,,,Asia
Midiagnus gracilis,1.85,1.4,2,2,,"A NEW HYOPSODONTID (MAMMALIA, CONDYLARTHRA) FROM THE EARLY EOCENE OF MONGOLIA PETER E. KONDRASHOV ",,,,Asia
Migrostylops roboreus,3.65,2.05,2,2,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Migrostylops rosella,3.5,1.9,1,1,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Mimolagus aurorae,,,,,,"A large mimotonid from the Middle Eocene of China sheds light on the evolution of lagomorphs and their kin ?ucja Fostowicz-Frelik1 *, Chuankui Li1 , Fangyuan Mao1 , Jin Meng2 & Yuanqing Wang1 2014",No m1,,,Asia
Mimolagus rodens,,,,,,"A large mimotonid from the Middle Eocene of China sheds light on the evolution of lagomorphs and their kin ?ucja Fostowicz-Frelik1 *, Chuankui Li1 , Fangyuan Mao1 , Jin Meng2 & Yuanqing Wang1 2014",No m1,,,Asia
Mimotona lii,1.82,1.43,1,1,,"Brian P. Kraatz , Demchig Badamgarav & Faysal Bibi (2009) Gomphos ellae, a new mimotonid from the middle Eocene of Mongolia and its implications for the origin of Lagomorpha, Journal of Vertebrate Paleontology, 29:2, 576-583, DOI: 10.1671/039.029.0217",,,,Asia
Mimotona robusta,2.15,2.35,1,1,,"Brian P. Kraatz , Demchig Badamgarav & Faysal Bibi (2009) Gomphos ellae, a new mimotonid from the middle Eocene of Mongolia and its implications for the origin of Lagomorpha, Journal of Vertebrate Paleontology, 29:2, 576-583, DOI: 10.1671/039.029.0217",Measured as Mimotona robustus,,,Asia
Mimotona wana,1.95,1.82,1,1,,"Brian P. Kraatz , Demchig Badamgarav & Faysal Bibi (2009) Gomphos ellae, a new mimotonid from the middle Eocene of Mongolia and its implications for the origin of Lagomorpha, Journal of Vertebrate Paleontology, 29:2, 576-583, DOI: 10.1671/039.029.0217",,,,Asia
Mina hui,,,,,,"A new mimotonidan Mina hui (Mammalia, Glires) from
the Middle Paleocene of Qianshan, Anhui, China
LI Chuan-Kui1
 WANG Yuan-Qing1
 ZHANG Zhao-Qun1
 MAO Fang-Yuan1 MENG Jin 2016",upper teeth only,,,Asia
Minchenoletes erlianensis,6.75,4.32,1,1,,"Early Eocene Perissodactyls (Mammalia) from the upper Nomogen Formation of the Erlian Basin, Nei Mongol, China Wang et al. 2011",,,,Asia
Miomeryx altaicus,,,,,,"Ruminants reveal Eocene Asiatic palaeobiogeographical provinces as the origin of diachronous mammalian Oligocene dispersals into Europe Bastien Mennecart 1,2*, ManuelaAiglstorfer 3 , Yikun Li 4 , Chunxiao Li5,6 & ShiQiWang 2021",no m1,,,Asia
Mongolestes alxaensis,30.8,,1,1,,T. Qi. 1975. An Early Oligocene mammalian fauna of Ningxia. Vertebrata PalAsiatica 13(4):217-224,Alternative combination: Harpagolestes alxaensis,,,Asia
Mongolestes hadrodens,40.4,16.9,1,1,,"Asiatic Mesonychidae (Mammalia, Condylarthra). Bulletin of the AMNH ; v. 132, article 2 Szalay, Frederick S.; Gould, Stephen Jay.; Central Asiatic Expeditions (1921-1930)",,,,Asia
Mongolonyx dolichognathus,33,16,1,1,,"Asiatic Mesonychidae (Mammalia, Condylarthra). Bulletin of the AMNH ; v. 132, article 2 Szalay, Frederick S.; Gould, Stephen Jay.; Central Asiatic Expeditions (1921-1930)",,Y,,Asia
Mongolopala tathue,1.84,1.2,1,1,,"Oligocene-Miocene Vertebrates from the Valley of Lakes (Central Mongolia): Morphology, phylogenetic and stratigraphic implications Editor: Gudrun DAXNER-HÖCK 4. Marsupialia, Erinaceomorpha and Soricomorpha (Mammalia) By Reinhard ZIEGLER1 , Thomas DAHLMANN2 , and Gerhard STORCH 2007",Y,,,Asia
Mongoloscapter zhegalloi,,,,,,"An Oligocene Mole (Talpidae, Insectivora, Mammalia)
from Mongolia
A. V. Lopatin 2002","fragmentary left
dentary containing M2 and M3",,,Asia
Nanotitanops shanghuangensis,12.07,6.425,2,2,,"Nanotitan shanghuangensis, gen. et sp. nov.: The Smallest Known Brontothere (Mammalia: Perissodactyla) Author(s): Tao Qi and K. Christopher Beard",first named Nanotitan shanghuangensis,,,Asia
Naranius infrequens,1.36875,0.85,8,8,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Neimengomys qii,0.96,0.77,1,1,,"Qian Li & Fang-Yuan Mao & Yuan-Qing Wang 2018 First record of Eocene fossil rodent assemblages from the lower part of the Erden Obo Section, Erlian Basin (Nei Mongol, China) and its biochronological implications",,,,Asia
Neoparapterodon rechetovi,,,,,,"A New Genus Neoparapterodon (Creodonta, Hyaenodontidae) from the Khaichin-Ula-2 Locality (Khaichin Formation, Middle-Upper Eocene, Mongolia) and the Systematic Position of the Asiatic Pterodon Representatives A. V. Lavrov",no m1,,,Asia
Nimravus mongoliensis,19.6,7.466666667,3,3,,"DEMBERELYIN DASHZEVEG 1996 Some Carnivorous Mammals from the Paleogene of the Eastern Gobi Desert, Mongolia, and the Application of Oligocene Carnivores to Stratigraphic Correlation",,,,Asia
Ninamys arboraptus,1.64,1.57,1,1,,"The record of Aplodontidae (Rodentia, Mammalia) in the Oligocene and Miocene of the Valley of Lakes (Central Mongolia) with some comments on the morphologic variability Olivier Maridet & Gudrun Daxner-Höck & Paloma López-Guerrero & Ursula B. Göhlich 2017",,,,Asia
Ninamys kazimierzi,,,,,,"The record of Aplodontidae (Rodentia, Mammalia) in the Oligocene and Miocene of the Valley of Lakes (Central Mongolia) with some comments on the morphologic variability Olivier Maridet & Gudrun Daxner-Höck & Paloma López-Guerrero & Ursula B. Göhlich 2017",m1 or m2,,,Asia
Nuryctes gobiensis,1.1,0.7,1,1,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Nuryctes qinlingensis,,,,,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256","Alternative combination: Neoryctes qinlingensis. Jaw with teeth, but broken m1",,,Asia
Obtususdon hanhuaensis,,,,,,"Xu Q Q, 1977. Two new genera of old Ungulata from the Paleocene of Qianshan Basin, Anhui. Vert PalAsiat, 15(2): 119–
125",Has m1. Can't find paper,,,Asia
Oedolius perexiguus,1.35,0.835714286,7,7,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Olbitherium millenariusum,10.78333333,8.066666667,3,3,,"OLBITHERIUM MILL ENARIUSUM , A NEW PERISSODACTYL2LIKE
ARCHAIC UNGULATE (MAMMALIA) FROM THE EARLY EOCENE
WUTU FORMATION, SHANDONG
TONG Yong2Sheng1 ??WANGJing2Wen1 ??Meng Jin2",,,,Asia
Oligochenus grandis,3.5,2.8,1,1,,"Late Paleogene Erinaceidae (Insectivora, Mammalia)from the Ergilin Dzo Locality, Mongolia A. V. Lopatin 2005",,,,Asia
Oligoechinus lanzhouensis,,,,,,"LI, Zhichao; LI, Yongxiang; XUE, Xiangxu; LI, Wenhou; ZHANG, Yunxiang; Yang, Fu (2019). A new fossil Erinaceidae from the Shajingyi area in the Lanzhou Basin, China. Acta Geologica Sinica - English Edition, (), –. doi:10.1111/1755-6724.13797 ",upper teeth only,,,Asia
Oligosciurus dangheensis,1.6,1.96,1,1,,"DISCOVERY OF EARLY OLIGOCENE MAMMALIAN FOSSILS FROM DANGHE AREA , GANSU, CHINA Wang BanYue, QIU ZhanXiang",,,,Asia
Olsenia mira,,,,,,2005 Enigmatic ungulate-like mammals from the Eocene of Central Asia Jörg Erfurt & Alexander Averianov,postcrania,,,Asia
Onjosminthus baindi,1.64,1.2,10,10,,"Dipodidae (Rodentia, Mammalia) from the Oligocene and Early Miocene of Mongolia By Gudrun Daxner-Höck1* , Demchig BaDamgarav2 & Olivier mariDet 2014",,,,Asia
Ordolagus teilhardi,2.4,2.8,1,1,,BURKE. 1941 NEW FOSSIL LEPORIDAE FROM MONGOLIA,Gobiolaqus (?) teilhardi,,,Asia
Ordolestes ordinatus,2.583333333,1.533333333,3,3,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Orienspterodon dahkoensis,17.9,8.5,1,1,,"SYSTEMATIC STATUS OF ASIAN “PTERODON” AND EARLY EVOLUTION OF HYAENAELURINE HYAENODONTID CREODONTS Authors: EGI, N., TSUBAMOTO, T., and TAKAI, M. 2007",,,,Asia
Orientocylindrodon liguanqiaoensis,,,,,,"Paleogene rodents of Eurasia MR Dawson - Deinsea, 2003. Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",Upper teeth only,,,Asia
Orogomys obscurus,,,,,,"D. Dashzeveg. 1990. New trends in adaptive radiation of Early Tertiary rodents (Rodentia, Mammalia). Acta Zoologica Cracoviensia 33(3):37-44",Can't access paper,,,Asia
Oxynocricetodon erenensis,,,,,,"New Cricetid Rodents from Strata near the Eocene-Oligocene Boundary in Erden Obo Section (Nei Mongol, China) Qian LiJin MengYuanqing Wang",no m1,,,Asia
Pachycynodon tedfordi,12.1,5.3,1,1,,"Chapter 5: Notes on Early Oligocene Ursids (Carnivora, Mammalia) from Saint Jacques, Nei Mongol, China W Banyue, Q Zhanxiang - Bulletin of the American Museum of Natural …, 2003",,,,Asia
Palaeogale sectoria,5.9,2.3,2,2,,PBDB,,,,Asia
Palaeohypsodontus asiaticus,7.4,6.2,1,1,,"Grégoire Métais, Pierre-Olivier Antoine, Laurent Marivaux, Jean-Loup Welcomme, Stéphane Ducrocq. New artiodactyl ruminant mammal from the late Oligocene of Pakistan. Acta Palaeontologica Polonica, Polskiej Akademii Nauk, Instytut Paleobiologii, 2003, 48 (3), pp.375-382. ffhal-03347859f",cf,,,Asia
Palaeomylus lii,2.1325,2.0375,4,4,,"Glires (Mammalia) from the Late Paleocene Bayan Ulan Locality of Inner Mongolia JIN MENG,1 ANDRE´ R. WYSS,2 YAOMING HU,3 YUANQING WANG,4 GABRIEL J. BOWEN,5,6 AND PAUL L. KOCH5 2005",,,,Asia
Palaeoscaptor acridens,2.6625,1.6,8,8,," On some Oligocene insectivore remains from Mongolia
A Sulimski 1970",Amphechinus (Palaeoscaptor) acridens,,,Asia
Palaeoscaptor gigas,5.19,2.8,1,1,,"Oligocene-Miocene Vertebrates from the Valley of Lakes (Central Mongolia): Morphology, phylogenetic and stratigraphic implications Editor: Gudrun DAXNER-HÖCK 4. Marsupialia, Erinaceomorpha and Soricomorpha (Mammalia) By Reinhard ZIEGLER1 , Thomas DAHLMANN2 , and Gerhard STORCH 2007",,,,Asia
Palaeoscaptor rectus,,,,,,,Can't find specimen,,,Asia
Palaeoscaptor tenuis,2.21,1.33,1,1,,"Oligocene-Miocene Vertebrates from the Valley of Lakes (Central Mongolia): Morphology, phylogenetic and stratigraphic implications Editor: Gudrun DAXNER-HÖCK 4. Marsupialia, Erinaceomorpha and Soricomorpha (Mammalia) By Reinhard ZIEGLER1 , Thomas DAHLMANN2 , and Gerhard STORCH 2007",,,,Asia
Palaeostylops iturus,2.77,1.33,21,20,," Kondrashov and Lucas 2004 Palaeostylops iturus from the upper Paleocene of Mongolia and the Status of Arctostylopida (Mammalia, Eutheria). Bulletin 26 New Mexico Museum of Natural History & Science A Division of the DEPARTMENT OF CULTURAL AFFAIRS Paleogene Mammals",,,,Asia
Palaeostylops macrodon,3.46,1.54,8,6,," Kondrashov and Lucas 2004 Palaeostylops iturus from the upper Paleocene of Mongolia and the Status of Arctostylopida (Mammalia, Eutheria). Bulletin 26 New Mexico Museum of Natural History & Science A Division of the DEPARTMENT OF CULTURAL AFFAIRS Paleogene Mammals",,,,Asia
Palasiomys conulus,1.01,0.78,9,9,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Palasiomys minor,1.05,0.85,1,1,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",Alternative combination: Raricricetodon minor,,,Asia
Palasiomys trapezius,,,,,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",No m1. Alternative combination: Raricricetodon trapezius,,,Asia
Pantolambdodon fortis,28.4,13.75,2,2,,"The Middle Eocene Arshanto fauna (Mammalia) of Inner Mongolia By Qi, Tao",,,,Asia
Pantolambdodon inermis,20,10.25,2,2,,"The Middle Eocene Arshanto fauna (Mammalia) of Inner Mongolia By Qi, Tao",,,,Asia
Pantolambdodon minor,15,6.5,1,1,,"THE MIDDLE EOCENE ARSHANTO FAUNA (MAMMALIA)
OF INNER MONGOLIA
Tao Qi 1","Pantolambdodon ? minor, new species",,,Asia
Pappaceras confluens,25.53333333,17.73333333,3,3,,A Primitive Rhinoceros from the Late Eocene of Mongolia BY HORACE E. WOOD 1963,,,,Asia
Pappaceras meiomenus,,,,,,"2016 Earliest known unequivocal rhinocerotoid sheds new light on the origin of Giant Rhinos and phylogeny of early rhinocerotoids Haibing Wang, Bin Bai, Jin Meng & Yuanqing Wang",no lower jaw,,,Asia
Pappictidops orientalis,,,,,,https://www.cnki.com.cn/Article/CJFDTotal-GJZD197702002.htm,Can't get paper,,,Asia
Pappocricetodon antiquus,1.26,0.94,54,54,,"New material of Alagomyidae (Mammalia, Glires) from the late Paleocene Subeng locality, Inner Mongolia; American Museum novitates, no. 3597 JP Meng, X Ni, CK Li, KC Beard, DL Gebo, Y Wang… - 2007",,,,Asia
Pappocricetodon neimongolensis,,,,,,http://www.cqvip.com/qk/93931x/20123/42678628.html,Can't get paper,,,Asia
Pappocricetodon rencunensis,1.32,0.92,11,11,,"Tong PAPPOCRICETODON, APRE-OLIGOCENE CRICETID GENUS RODENTIA) FROM CENTRAL CHINA",,,,Asia
Pappocricetodon schaubi,1.5,1.12,17,17,,"Tong PAPPOCRICETODON, APRE-OLIGOCENE CRICETID GENUS RODENTIA) FROM CENTRAL CHINA",,,,Asia
Pappocricetodon siziwangqiensis,,,,,,"New Cricetid Rodents from Strata near the Eocene-Oligocene Boundary in Erden Obo Section (Nei Mongol, China) Qian Li ,Jin Meng,Yuanqing Wang",upper teeth only,,,Asia
Pappomoropus taishanensis,10.35,6.45,2,2,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,2 is left and right of same specimen,,,Asia
Paraceratherium grangeri,77,55,1,1,,"Shijie Li, Qigao Jiangzuo & Tao Deng (2022): Body mass of the giant rhinos (Paraceratheriinae, Mammalia) and its tendency in evolution, Historical Biology, DOI: 10.1080/08912963.2022.2095908",Sup. Mat. Granger and Gregory (1936),,,Asia
Paraceratherium huangheense,78.5,59.8,1,1,,"Shijie Li, Qigao Jiangzuo & Tao Deng (2022): Body mass of the giant rhinos (Paraceratheriinae, Mammalia) and its tendency in evolution, Historical Biology, DOI: 10.1080/08912963.2022.2095908",Sup. Mat Li et al. (2017),,,Asia
Paraceratherium lepidum,77,59,1,1,,"Shijie Li, Qigao Jiangzuo & Tao Deng (2022): Body mass of the giant rhinos (Paraceratheriinae, Mammalia) and its tendency in evolution, Historical Biology, DOI: 10.1080/08912963.2022.2095908",Sup Mat Qiu and Wang (2007),,,Asia
Paraceratherium linxiaense,69,49,1,1,,"Shijie Li, Qigao Jiangzuo & Tao Deng (2022): Body mass of the giant rhinos (Paraceratheriinae, Mammalia) and its tendency in evolution, Historical Biology, DOI: 10.1080/08912963.2022.2095908",Sup mat Deng et al. (2021),,,Asia
Paracolodon curtus,,,,,,,Can't find specimen,,,Asia
Paracolodon fissus,11.72,8.44,2,2,,"2017
New Material of Eocene Helaletidae (Perissodactyla, Tapiroidea) from the Irdin Manha Formation of the Erlian Basin, Inner Mongolia, China and Comments on Related Localities of the Huheboerhe Area
Bin Bai, Yuan-Qing Wang, Fang-Yuan Mao, Jin Meng",,,,Asia
Paraentelodon intermedium,42.03333333,33.06666667,3,3,,"Spencer G. Lucas & Robert J. Emry (1999) Taxonomy and biochronological significance of Paraentelodon, a giant entelodont (Mammalia, Artiodactyla) from the late Oligocene of Eurasia, Journal of Vertebrate Paleontology, 19:1, 160-168, DOI: 10.1080/02724634.1999.10011130",,,,Asia
Paraentelodon macrognathus,,,,,,,Can't find specimen,,,Asia
Paragelocus scotti,,,,,,,Can't find specimen,,,Asia
Paranictops majuscula,4.1,3.4,1,1,,"NEW MATERIALS OF PSEUDICTOPIDAE (ANAGALIDA, MAMMALIA) FROM EARLY—NNDDLE PALEOCENE OF QIANSHAN BASIN, ANHUI
ZHENG Jia-Jian, ZHENG Long-Ting, HUANG Xue-Shi",Paranictops aff. majuscula,,,Asia
Parasminthus asiaecentralis,1.8,1.225,2,2,,"ZAPODIDAE (RODENTIA, MAMMALIA) FROM THE MIDDLE OLIGOCENE OF ULÅNTATAL, NEI MONGOL Huang Xueshi 1992",,,,Asia
Parasminthus debruijni,,,,,,"Dipodidae (Rodentia, Mammalia) from the Oligocene and Early Miocene of Mongolia By Gudrun Daxner-Höck1* , Demchig BaDamgarav2 & Olivier mariDet 2014",no m1,,,Asia
Parasminthus tangingoli,1.42,1.06,7,7,,"Dipodidae (Rodentia, Mammalia) from the Oligocene and Early Miocene of Mongolia By Gudrun Daxner-Höck1* , Demchig BaDamgarav2 & Olivier mariDet 2014",Parasminthus cf. tangingoli,,,Asia
Paratriisodon henanensis,,,,,,"M. Chow. 1959. A new arctocyonid from the Upper Eocene of Lushih, Honan. Vertebrata PalAsiatica 3(3):133-138","m1, but no measurement and no scale bar",,,Asia
Paresthonyx orientalis,,,,,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,No m1,,,Asia
Pastoralodon lacustris,,,,,,M. Chow and T. Qi. 1978. Paleocene Mammalian Fossils from Nomogen Formation of Inner Mongolia. Vertebrata PalAsiatica 16(2):77-85,no measurement,,,Asia
Pataecops parvus,6.32,3.57,2,2,,"Early Eocene Perissodactyls (Mammalia) from the upper Nomogen Formation of the Erlian Basin, Nei Mongol, China Wang et al. 2011",,,,Asia
Petrokozlovia notos,3.325,3.325,2,2,,Early Eocene Rodentia of Kyrgyzstan Alexander Averianov 1996,,,,Asia
Phenacolophus fallax,14.1,,1,1,,"Malcolm C. McKenna; Earl Manning (1977). Affinities and palaeobiogeographic significanceof the Mongolian Paleogene genus Phenacolophus. , 10(supp-S1), 0–85. doi:10.1016/s0016-6995(77)80008-9 ",,,,Asia
Phenacopithecus krishtalkai,,,,,,"K.Christopher Beard; Jingwen Wang (2004). The eosimiid primates (Anthropoidea) of the Heti Formation, Yuanqu Basin, Shanxi and Henan Provinces, People's Republic of China. , 46(4), 401–432. doi:10.1016/j.jhevol.2004.01.002 ",upper teeth only,,,Asia
Phenacopithecus xueshii,2.43,1.85,2,2,,"K.Christopher Beard; Jingwen Wang (2004). The eosimiid primates (Anthropoidea) of the Heti Formation, Yuanqu Basin, Shanxi and Henan Provinces, People's Republic of China. , 46(4), 401–432. doi:10.1016/j.jhevol.2004.01.002",,,,Asia
Pinoryctes collector,2.2,1.65,1,1,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Plesiodipus wangae,,,,,,"Helder Gomes Rodrigues; Laurent Marivaux; Monique Vianey-Liaud (2012). The Cricetidae (Rodentia, Mammalia) from the Ulantatal area (Inner Mongolia, China): New data concerning the evolution of Asian cricetids during the Oligocene. , 56(none), –. doi:10.1016/j.jseaes.2012.05.007 ",broken m1,,,Asia
Plesiosciurus sinensis,,,,,,"Revision and supplementary note on Miocene sciurid
fauna of Sihong, China
QIU Zhu-Ding 2015",m1 or m2,,,Asia
Plesiosminthus asiaticus,1.25,0.9,1,1,,"Dipodidae (Rodentia, Mammalia) from the Oligocene and Early Miocene of Mongolia By Gudrun Daxner-Höck1* , Demchig BaDamgarav2 & Olivier mariDet 2014",,,,Asia
Plesiosminthus promyarion,1.2,0.89,7,7,,"Dipodidae (Rodentia, Mammalia) from the Oligocene and Early Miocene of Mongolia By Gudrun Daxner-Höck1* , Demchig BaDamgarav2 & Olivier mariDet 2014",,,,Asia
Plethorodon chienshanensis,,,,,,?????????????????,upper teeth and skull only,,,Asia
Praetragulus electus,8.5,5.4,50,50,,"A New Representative of the Hypertraguloidea (Tragulina, Ruminantia) from the Khoer-Dzan Locality in Mongolia, with Remarks on the Relationships of the Hypertragulidae INESA VISLOBOKOVA1 1998",,,,Asia
Praetragulus gobiae,7.15,4.55,2,2,,Inesa Vislobokova and Gudrun Daxner-Höck 2001 Oligocene - Early Miocene Ruminants from the Valley of Lakes (Central Mongolia),,,,Asia
Praolestes maximus,2.325,1.683333333,2,3,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Praolestes nanus,1.8,1.25,3,3,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Preonictis youngi,,,,,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,m1 or m2,,,Asia
Primisminthus jinus,1.03,0.85,4,4,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Primisminthus shanghenus,1.05,0.82,1,1,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Primisminthus yuenus,0.93,0.69,10,10,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Prionessus lucifer,5.4,,1,1,,M. Chow and T. Qi. 1978. Paleocene Mammalian Fossils from Nomogen Formation of Inner Mongolia. Vertebrata PalAsiatica 16(2):77-85,,,,Asia
Proansomys badamae,,,,,,"The record of Aplodontidae (Rodentia, Mammalia) in the Oligocene and Miocene of the Valley of Lakes (Central Mongolia) with some comments on the morphologic variability Olivier Maridet & Gudrun Daxner-Höck & Paloma López-Guerrero & Ursula B. Göhlich 2017",m1 or m2,,,Asia
Proansomys dureensis,1.95,1.92,,,,"A New Genus of Aplodontid Rodent (Mammalia, Rodentia) from the Late Oligocene of Northern Junggar Basin, China Shundong Bi ,Jin Meng,Sarah McLean,Wenyu Wu,Xijun Ni,Jie Ye 2013",,,,Asia
Proardynomys borkhoii,3.68,3.22,2,2,,"A New Eocene Cylindrodont Rodent (Mammalia, Rodentia) from the Eastern Gobi of Mongolia DEMBERELYIN DASHZEVEG1 AND JIN MENG 1998",,,,Asia
Prodinoceras martyr,,,,,,,Can't find specimen,,,Asia
Proeggysodon qiui,21.4,17.7,1,1,,"New eggysodontid (Mammalia, Perissodactyla) material from the Paleogene of the Guangnan Basin, Yunnan Province, China WANG Hai-Bing 1,2 BAI Bin 1 GAO Feng 3 HUANG Wang-Chong 4 WANG Yuan-Qing 2013",,,,Asia
Proentelodon minutus,,,,,,"I. A. Vislobokova. 2008. The Oldest Representative of Entelodontoidea (Artiodactyla, Suiformes) from the Middle Eocene of Khaichin Ula II, Mongolia, and Some Evolutionary Features of This Superfamily. Paleontological Journal 42(6):643-654",no m1,,,Asia
Prohyracodon meridionale,15.4,9.1,1,1,,"NEW MATERIALS OF TAPIROID AND RHINOCEROTOID REMAINS (MAMMALIA, PERISSODACTYLA) FROM THE MIDDLE EOCENE OF YUANQU BASIN, CENTRAL CHINA
HUANG Xue-Shi, WANG Jing-Wen 2001",,,,Asia
Prohyracodon obrutschewi,,,,,,"A new hyracodontid (Perissodactyla, Rhinocerotoidea) from the Ergilin Dzo Formation (Oligocene, Quarry 1) in Dzamyn Ude, eastern Gobi Desert, Mongolia …
D Dashz?v?g, MSU Akademi - 1996",Skull,,,Asia
Prohyracodon parvum,,,,,,"HYRACODONTIDS AND RHINOCEROTIDS (MAMMALIA, PERISSODACTYLA, RHINOCEROTOIDEA) FROM THE PALEOGENE OF MONGOLIA by Demberelyin DASHZEVEG",upper teeth only,,,Asia
Prolaena parva,,,,,,,Can't find specimen,,,Asia
Prolimnocyon chowi,4.45,,1,1,,"The late Paleocene Bayan Ulan fauna of Inner Mongolia, China
J Meng, RJ Zhai, AR Wyss - Bulletin of Carnegie Museum of …, 1998",,,,Asia
